country,countryiso3code,year,GDP growth %,GNI growth,Government expenditure on education,Inflation Rate,Life expectancy,Literacy Rate,Population growth,Poverty Rate,Unemployment Rate,Foreign Domestic Investment(FDI),Gross Capital Formation(GCF),Gross Domestic Product(GDP),Gross National Income(GNI)
Mexico,MEX,2023,3.2953909570288,9.40222407593416,,5.52796087314389,75.069,,0.872178517508623,,2.765,30.644499508,429.41350605452004,1793.7988593432701,1749.16674216949
Nigeria,NGA,2018,1.92275734200651,,5.94455194473267,12.0951065173432,52.669,62.0160102844238,2.31217263003389,40.1,5.067,0.7752474000030289,,421.73925150908,410.486871490792
Nigeria,NGA,2019,2.20842927714881,,5.85497188568115,11.3964223378115,53.009,,2.1944019229433,,5.206,2.3050998117035797,,474.517490844461,465.356470849403
Nigeria,NGA,2020,-1.79425308274458,,5.13143682479858,13.2460234276597,53.072,,2.13029714344341,,5.742,2.38527766591608,,432.198898467795,427.43191639061604
Nigeria,NGA,2021,3.64718654072446,,5.14022588729858,16.9528457221608,53.455,63.1555404663086,2.09618685225463,,5.45,3.31321,,440.833635873827,432.25067705707
Nigeria,NGA,2022,3.25168140827093,,4.30281782150269,18.8471877843274,54.079,,2.09281687128387,,3.821,-0.18679242893092798,,477.403400101174,464.53082775553
Nigeria,NGA,2023,2.86021499108364,,4.40417003631592,24.6595502031139,54.462,,2.09838916935738,,3.074,1.87252053004695,,363.84633283461795,352.906093813226
Saudi Arabia,SAU,2018,3.2269508901591,9.46131437905582,,2.45719835917883,78.75,,-2.5537682578428,,6.029,12.141122232904,198.348533333333,886.5648,894.739275066667
Saudi Arabia,SAU,2019,1.65156358885577,0.841614029983035,,-2.09334900966552,78.313,,-0.439701419074031,,5.636,3.0792172513235503,227.13173333333302,888.890133333333,897.04475584
Saudi Arabia,SAU,2020,-3.80476473038999,-12.6070898310362,,3.44546706433569,77.596,98.0,4.833138517103,,7.66,1.62126419543532,179.054133333333,767.9512,779.166551306667
Saudi Arabia,SAU,2021,6.51959698325419,16.9468808997797,,3.06328988941552,77.089,,-2.46456261487283,,6.621,28.3503733333334,258.858933333333,982.661066666667,994.37196728
Saudi Arabia,SAU,2022,12.0005874752929,18.8496040104329,,2.47407371925369,77.31,,4.41891994509507,,5.589,26.710062133333402,328.553066666667,1239.0752,1247.67636570667
Saudi Arabia,SAU,2023,0.542592439393161,-4.32952437874219,,2.32708518362696,78.732,,4.63821572656175,,4.008,22.8034981605829,355.846666666667,1218.58453333333,1226.29570810667
South Africa,ZAF,2018,1.55678384721676,1.08852406738018,20.2936897277832,4.50987264867388,65.726,,1.68236992028419,,26.906,5.56946235015205,65.5330216369655,405.26072389251703,393.942734756111
South Africa,ZAF,2019,0.25993557687633,1.63130602876984,18.6945037841797,4.10285075461156,66.071,95.0,1.64957495527878,,28.468,5.11609844348715,61.5950999579401,389.33003222426896,379.611912078734
South Africa,ZAF,2020,-6.1689177146757,-3.26768717610341,18.6488628387451,3.23238831615113,65.15,,1.62216431400652,,29.217,3.15355256939325,41.7248102919326,337.974655408055,332.348812405049
South Africa,ZAF,2021,4.95503259440756,6.68135058803227,18.9276657104492,4.61874544887136,62.01,90.0,1.54055743832642,,34.007,40.658789144938204,53.8584845545725,420.886877628703,412.864533620666
South Africa,ZAF,2022,1.91147996033504,-0.614315236171649,18.6485004425049,7.03987272546482,65.454,,1.41397227960081,,33.268,9.23899082845043,62.727025200092,406.920004594074,398.45369116486904
South Africa,ZAF,2023,0.698485193724835,-0.0978440388234532,,6.0752438457966,66.139,,1.32810094082844,,32.098,3.44233150638971,59.153408338450696,380.699271816395,375.53321547589303
United Kingdom,GBR,2018,1.40519025981538,1.08878616701016,12.0805902481079,2.29283990345938,81.2560975609756,,0.488451313281444,,4.12,-25.0554403069073,522.051208758477,2871.34034758179,2832.31457836526
United Kingdom,GBR,2019,1.62447518038404,3.13296625757633,11.9921426773071,1.73810460086513,81.3691219512195,,0.514596380840432,,3.613,19.7907619291276,524.050753209435,2851.40716490781,2848.53012863405
United Kingdom,GBR,2020,-10.296918859171,-11.6689547538443,10.4407529830933,0.989486703772491,80.331756097561,,0.169447088341033,,4.472,157.18555929999,474.124616279872,2696.7783866076497,2639.13348352912
United Kingdom,GBR,2021,8.57595087393024,11.5398031670458,11.054573059082,2.51837109614213,80.6473170731707,,0.358937930235741,,4.826,5.05596670084887,566.644015792304,3143.32305070726,3162.0985398843
United Kingdom,GBR,2022,4.83908517877134,3.34652892668512,10.6437501907349,7.92204883147902,81.0112195121951,,0.921336799385098,,3.73,44.897919400637704,558.6010619213409,3114.04247114439,3131.06449849941
United Kingdom,GBR,2023,0.39708234553963,-0.426196204127393,,6.79396706793963,81.2380975609756,,1.30497972307431,,3.984,13.7898037761609,580.245400306216,3369.86188897288,3354.2330612123396
United States,USA,2018,2.96650506916596,2.9431377096699,15.7807312011719,2.44258329692817,78.6390243902439,,0.586433075122573,,3.896,214.715,4455.419,20656.516,20946.823
United States,USA,2019,2.58382533018889,2.71171494365363,15.5171337127686,1.81221007526021,78.7878048780488,,0.515108555014533,,3.669,315.984,4667.673,21539.982,21821.877
United States,USA,2020,-2.16302913866512,-2.4200624601571,12.6542158126831,1.23358439630629,76.9804878048781,,0.408427566758519,,8.055,137.066,4573.797,21354.105,21565.702
United States,USA,2021,6.05505293304556,6.07544728366562,,4.69785886363742,76.3292682926829,,0.157317408951545,,5.349,475.805,5051.971,23681.171,23833.823
United States,USA,2022,2.5123753198332,2.73472558424174,,8.00279982052121,77.4341463414634,,0.575744520494521,,3.65,408.982,5708.454,26006.893,26156.164
United States,USA,2023,2.88755600905984,2.88542867071291,,4.11633838374488,78.3853658536585,,0.83149318773707,,3.638,348.784,5971.327,27720.709,27820.754
